Title,Acronym,DblpSeries,has CORE2023 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3
"International Conference on Broadband Communications, Networks and Systems",Broadnets,broadnets,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Case-Based Reasoning,ICCBR,iccbr,C,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Cloud Computing and Services Science,CLOSER,closer,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"International Conference on Collaborative Computing: Networks, Applications and Worksharing",CollaborateCom,colcom,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on COMmunication Systems & NETworkS,COMSNETS,comsnets,National:India,"Distributed computing and systems software, Cybersecurity and privacy, ",Distributed computing and systems software,Cybersecurity and privacy,
International Conference on Communication Systems and Applications,ICCSA,N/A,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Compiler Construction,CC,cc,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",CASES,cases,Journal published,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"International Conference on Complexity, Future Information Systems and Risk",COMPLEXIS,complexis,C,"Theory of computation, Distributed computing and systems software, ",Theory of computation,Distributed computing and systems software,
International Conference on Computability and Complexity in Analysis,CCA,N/A,C,"Theory of computation, , ",Theory of computation,,
International Conference on Computational Collective Intelligence,ICCCI,iccci,B,"Artificial intelligence, Distributed computing and systems software, ",Artificial intelligence,Distributed computing and systems software,
International Conference on Computational Creativity,ICCC,icccrea,C,"Information and Computing Sciences, , ",Information and Computing Sciences,,
International Conference on Computational Linguistics,COLING,coling,B,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Computational Molecular Biology,RECOMB,recomb,B,"Applied computing, , ",Applied computing,,
International Conference on Computational Science,ICCS,iccS,Multiconference,"Applied computing, , ",Applied computing,,
International Conference on Computer Analysis of Images and Patterns,CAIP,caip,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Conference on Computer Communication and Networks,ICCCN,icccn,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"International Conference on Computer Safety, Reliability and Security",SAFECOMP,safecomp,B,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Computer Supported Cooperative Work in Design,CSCWD,cscwd,C,"Human-centred computing, , ",Human-centred computing,,
International Conference on Computer Supported Education,CSEDU,csedu,B,"Human-centred computing, Applied computing, ",Human-centred computing,Applied computing,
International Conference on Computer Vision and Graphics,ICCVG,iccvg,National: Poland,"Computer vision and multimedia computation, Graphics, augmented reality and games, Artificial intelligence",Computer vision and multimedia computation,"Graphics, augmented reality and games",Artificial intelligence
International Conference on Computer Vision Systems,ICVS,icvs,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Conference on Computer-Human Interaction Research and Applications,CHIRA,chira,C,"Human-centred computing, , ",Human-centred computing,,
International Conference on Computers and their Applications,CATA,cata,National: USA,"Applied computing, , ",Applied computing,,
International Conference on Computers Helping People with Special Needs,ICCHP,icchp,C,"Applied computing, , ",Applied computing,,
International Conference on Computers in Education,ICCE,N/A,C,"Applied computing, , ",Applied computing,,
International Conference on Computing and Combinatorics,COCOON,cocoon,National:China,"Theory of computation, , ",Theory of computation,,
International Conference on Computing and Informatics,ICOCI,N/A,C,"Information and Computing Sciences, , ",Information and Computing Sciences,,
International Conference on Conceptual Modelling,ER,er,A,"Data management and data science, , ",Data management and data science,,
International Conference on Concurrency Theory,CONCUR,concur,A,"Theory of computation, Distributed computing and systems software, ",Theory of computation,Distributed computing and systems software,
"International Conference on Control, Automation, Robotics and Vision",ICARCV,icarcv,C,"Artificial intelligence, Computer vision and multimedia computation, ",Artificial intelligence,Computer vision and multimedia computation,
"International Conference on Control, Decision and Information Technologies",CoDIT,codit,C,"Software engineering, Applied computing, ",Software engineering,Applied computing,
International Conference on Cooperative Information Systems,CoopIS,N/A,B,"Human-centred computing, , ",Human-centred computing,,
International Conference on Coordination Models and Languages,Coordination,coordination,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Cryptology and Network Security,CANS,cans,B,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Cryptology in India,INDOCRYPT,indocrypt,National: India,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Cyberworlds (was International Symposium on Cyberworlds),CW,cw,C,"Graphics, augmented reality and games, Human-centred computing, Computer vision and multimedia computation","Graphics, augmented reality and games",Human-centred computing,Computer vision and multimedia computation
International Conference on Data Engineering,ICDE,icde,A*,"Data management and data science, , ",Data management and data science,,
"International Conference on Data Science, Technology and Applications",DATA,data,C,"Data management and data science, Machine learning, ",Data management and data science,Machine learning,
International Conference on Database and Expert Systems Applications,DEXA,dexa,C,"Data management and data science, Artificial intelligence, ",Data management and data science,Artificial intelligence,
International Conference on Database Systems for Advanced Applications,DASFAA,dasfaa,B,"Data management and data science, , ",Data management and data science,,
International Conference on Database Theory,ICDT,icdt,A,"Data management and data science, , ",Data management and data science,,
International Conference on Dependability of Computer Systems,DEPCoS,depcos,National: Poland,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"International Conference on Dependable, Autonomic and Secure Computing",DASC,dasc,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Digital Society,ICDS,N/A,C,"Applied computing, , ",Applied computing,,
International Conference on Distributed Computing and Artificial Intelligence,DCAI,dcai,National(Spain),"Artificial intelligence, Distributed computing and systems software, ",Artificial intelligence,Distributed computing and systems software,
International Conference on Distributed Computing and Internet Technologies,ICDCIT,icdcit,National: India,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Distributed Computing and Networking,ICDCN,icdcn,National: India,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Distributed Computing Systems,ICDCS,icdcs,A,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Dublin Core and Metadata Applications,DC,N/A,C,"Data management and data science, , ",Data management and data science,,
International Conference on Electronic Commerce,ICEC,N/A,C,"Applied computing, , ",Applied computing,,
International Conference on Embedded and Real Time Computing Systems and Applications,RTCSA,rtcsa,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Embedded Software,EMSOFT,emsoft,Journal published,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Embedded Wireless Systems and Networks (wasEuropean Conference on Wireless Sensor Networks),EWSN,ewsn,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Emerging Ubiquitous Systems and Pervasive Networks,EUSPN,euspn,Unranked,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Engineering Applications of Neural Networks,EANN,eann,C,"Machine learning, , ",Machine learning,,
International Conference on Evaluation and Assessment in Software Engineering,EASE,ease,A,"Software engineering, , ",Software engineering,,
International Conference on Evaluation of Novel Approaches to Software Engineering,ENASE,enase,B,"Software engineering, , ",Software engineering,,
International Conference on Formal Engineering Methods,ICFEM,icfem,C,"Software engineering, , ",Software engineering,,
International Conference on Formal Methods and Models for Co-Design,MEMOCODE,memocode,C,"Software engineering, Theory of computation, ",Software engineering,Theory of computation,
International Conference on Formal Ontology in Information Systems,FOIS,fois,B,"Artificial intelligence, Theory of computation, ",Artificial intelligence,Theory of computation,
International Conference on Formal Structures for Computation and Deduction,FSCD,fscd,B,"Theory of computation, , ",Theory of computation,,
International Conference on Frontiers of Handwriting Recognition,ICFHR,icfhr,B,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Conference on Frontiers of Information Technology,FIT,fit,National: Pakistan,"Information and Computing Sciences, , ",Information and Computing Sciences,,
International Conference on Functional Programming,ICFP,icfp,A,"Software engineering, , ",Software engineering,,
International Conference on Generative Programming and Component Engineering,GPCE,gpce,B,"Software engineering, , ",Software engineering,,
International Conference on Graph Transformations,ICGT,gg,B,"Theory of computation, Data management and data science, ",Theory of computation,Data management and data science,
"International Conference on Green, Pervasive and Cloud Computing (was Grid and Pervasive Computing)",GPC,gpc,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"International Conference on Hardware/Software Codesign and System Synthesis (previously ISSN, changed in 2003)",CODES+ISSS,codesisss,C,"CSE - Computer Systems Engineering, Distributed computing and systems software, ",CSE - Computer Systems Engineering,Distributed computing and systems software,
"International Conference on Heterogeneous Networking for Quality, Reliability, Security and Robustness (was International Conference on Quality of Service in Heterogeneous Wired/Wireless Networks)",Qshine,qshine,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on High Performance Computing,HiPC,hipc,National: India,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on High Performance Scientific Computing,HPSC,N/A,National: Vietnam,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Human Factors in Computing Systems,CHI,chi,A*,"Human-centred computing, , ",Human-centred computing,,
International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI,mhci,B,"Human-centred computing, , ",Human-centred computing,,
International Conference on Hybrid Artificial Intelligence Systems,HAIS,hais,National: Spain,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Hybrid Intelligent Systems,HIS,his,C,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Image Analysis and Processing,ICIAP,iciap,National: Italy,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Conference on Image and Graphics,ICIG,icig,National: China,"Graphics, augmented reality and games, Computer vision and multimedia computation, ","Graphics, augmented reality and games",Computer vision and multimedia computation,
International Conference on Image and Signal Processing,ICISP,icisp,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Conference on Implementation and Application of Automata,CIAA,wia,C,"Theory of computation, , ",Theory of computation,,
International Conference on Indoor Positioning and Indoor Navigation,IPIN,ipin,C,"Distributed computing and systems software, Applied computing, ",Distributed computing and systems software,Applied computing,
International Conference on Industrial and Engineering Applications of Artificial Intelligence and Expert Systems,IEA/AIE,ieaaie,C,"Artificial intelligence, Machine learning, Computer vision and multimedia computation",Artificial intelligence,Machine learning,Computer vision and multimedia computation
International Conference on Informatics & Data-Driven Medicine,IDDM,iddm,C,"Machine learning, Artificial intelligence, ",Machine learning,Artificial intelligence,
"International Conference on Informatics in Control, Automation and Robotics",ICINCO,icinco,C,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Information and Communication Technologies and Development,ICTD,ictd,C,"Applied computing, , ",Applied computing,,
International Conference on Information and Communication Technologies for Ageing Well and e-Health,ICT4AWE,N/A,C,"Applied computing, Computer vision and multimedia computation, Artificial intelligence",Applied computing,Computer vision and multimedia computation,Artificial intelligence
International Conference on Information and Communication Technologies in Tourism,ENTER,enter,C,"Applied computing, , ",Applied computing,,
International Conference on Information and Communications Security,ICICS,icics,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Information and Knowledge Engineering,IKE,N/A,National: USA,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Information Fusion,FUSION,fusion,C,"Data management and data science, , ",Data management and data science,,
International Conference on Information Processing and Management of Uncertainty,IPMU,ipmu,C,"Data management and data science, Artificial intelligence, ",Data management and data science,Artificial intelligence,
International Conference on Information Security and Cryptography,SECRYPT,secrypt,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Information Security and Cryptology,ICISC,icisc,National: Korea,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Information Systems Security,ICISS,iciss,National: India,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Information Systems Security and Privacy,ICISSP,icissp,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Information Technology and Applications,ICITA,N/A,Australasian C,"Applied computing, , ",Applied computing,,
International Conference on Information Visualisation,IV,iv,C,"Human-centred computing, Graphics, augmented reality and games, ",Human-centred computing,"Graphics, augmented reality and games",
International Conference on Innovations for Community Services (was Innovative Internet Computer Systems IICS until 2014),I4CS,iics,C,"Applied computing, , ",Applied computing,,
International Conference on Integration of Artificial Intelligence and Operations Research Techniques in Constraint Programming for Combinatorial Optimization Problems,CPAIOR,cpaior,B,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Intelligent Data Engineering and Automated Learning,IDEAL,ideal,C,"Information and Computing Sciences, , ",Information and Computing Sciences,,
"International Conference on Intelligent Software Methodologies, Tools, and Techniques (was International Conference on Software Methods and Tools)",SoMeT,somet,C,"Software engineering, , ",Software engineering,,
International Conference on Intelligent Systems and Knowledge Engineering,ISKE,iske,National: China,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Intelligent Systems Designs and Applications,ISDA,isda,C,"Artificial intelligence, Applied computing, ",Artificial intelligence,Applied computing,
International Conference on Intelligent Text Processing and Computational Linguistics,CICLING,cicling,C,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Intelligent Tutoring Systems,ITS,its,B,"Applied computing, Human-centred computing, ",Applied computing,Human-centred computing,
International Conference on Intelligent User Interfaces,IUI,iui,A,"Human-centred computing, , ",Human-centred computing,,
International Conference on Interactive Digital Storytelling (2008 merger of 'ICVS International Conference on Virtual Storytelling' and 'TIDSE Technology for Interactive Digital Storytelling'),ICIDS,icids,C,"Graphics, augmented reality and games, Human-centred computing, ","Graphics, augmented reality and games",Human-centred computing,
International Conference on Internet and Web Applications and Services,ICIW,N/A,C,"Distributed computing and systems software, Data management and data science, ",Distributed computing and systems software,Data management and data science,
International Conference on Internet Computing in Science and Engineering,ICICSE,N/A,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Internet Monitoring and Protection,ICIMP,N/A,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
"International Conference on Internet of Things, Big Data and Security",IoTBDS,iotbd,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Internet Technologies and Applications,ITA,ita,National: USA,"Information and Computing Sciences, , ",Information and Computing Sciences,,
International Conference on Knowledge Engineering and Knowledge Management,EKAW,ekaw,B,"Data management and data science, , ",Data management and data science,,
International Conference on Knowledge Engineering and Ontology Development,KEOD,N/A,C,"Data management and data science, , ",Data management and data science,,
"International Conference on Knowledge Science, Engineering and Management",KSEM,ksem,C,"Artificial intelligence, Data management and data science, ",Artificial intelligence,Data management and data science,
International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,KES,kes,B,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Language and Automata Theory and Applications,LATA,lata,C,"Theory of computation, , ",Theory of computation,,
International Conference on Learning Analytics and Knowledge,LAK,lak,A,"Human-centred computing, Applied computing, ",Human-centred computing,Applied computing,
International Conference on Learning Representations,ICLR,iclr,A*,"Machine learning, , ",Machine learning,,
International Conference on Legal Knowledge and Information Systems,JURIX,jurix,C,"Applied computing, , ",Applied computing,,
International Conference on Logic Programming,ICLP,iclp,A,"Theory of computation, Software engineering, ",Theory of computation,Software engineering,
International Conference on Logic Programming and Non-monotonic Reasoning,LPNMR,lpnmr,B,"Artificial intelligence, Theory of computation, ",Artificial intelligence,Theory of computation,
International Conference on Machine Learning,ICML,icml,A*,"Machine learning, , ",Machine learning,,
International Conference on Machine Learning and Applications,ICMLA,icmla,C,"Machine learning, , ",Machine learning,,
International Conference on Machine Learning and Cybernetics,ICMLC,icmlc,National: China,"Machine learning, , ",Machine learning,,
International Conference on Machine Vision,ICMV,icmv,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Conference on Managed Programming Languages and Runtimes (was ManLang and previously Principles and Practice of Programming in Java: PPPJ),MPLR,pppj,C,"Software engineering, , ",Software engineering,,
International Conference on Management of Data,COMAD,comad,National: India,"Data management and data science, , ",Data management and data science,,
International Conference on Management of Digital EcoSystems,MEDES,medes,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Mathematical Foundations of Programming Semantics,MFPS,mfps,B,"Theory of computation, , ",Theory of computation,,
International Conference on Methods and Models in Automation and Robotics,MMAR,mmar,National:Poland,"Machine learning, Artificial intelligence, ",Machine learning,Artificial intelligence,
International Conference on Mobile and Ubiquitous Systems: Networks and Services,Mobiquitous,mobiquitous,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Mobile Data Management,MDM,mdm,B,"Data management and data science, Distributed computing and systems software, ",Data management and data science,Distributed computing and systems software,
International Conference on Mobile Systems and Pervasive Computing,MobiSPC,N/A,Unranked,"Distributed computing and systems software, , ",Distributed computing and systems software,,
"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",UBICOMM,N/A,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Model and Data Engineering,MEDI,medi,C,"Data management and data science, Applied computing, ",Data management and data science,Applied computing,
"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",MODELS,models,A,"Software engineering, , ",Software engineering,,
International Conference on Model-Driven Engineering and Software Development,MODELSWARD,modelsward,C,"Distributed computing and systems software, Software engineering, ",Distributed computing and systems software,Software engineering,
International Conference on Modelling and Simulation,ECMS,ecms,Multiconference,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Modelling Decisions for Artificial Intelligence,MDAI,mdai,B,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Multimedia Modelling,MMM,mmm,B,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Conference on Multimedia Retrieval (previously MIR),ICMR,mir,B,"Computer vision and multimedia computation, Data management and data science, ",Computer vision and multimedia computation,Data management and data science,
International Conference on Multimodal Interaction (was International Conference on Multimodal Interfaces),ICMI,icmi,B,"Human-centred computing, , ",Human-centred computing,,
International Conference on Natural Computation,ICNC,icnc,National: China,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Network and Service Management (amalgamation of DSOM and related workshops from 2010),CNSM,cnsm,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on network and System Security,NSS,nss,B,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Network Protocols,ICNP,icnp,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Network Softwarization,NetSoft,netsoft/,B,"Distributed computing and systems software, Software engineering, ",Distributed computing and systems software,Software engineering,
International Conference on Neural Information Processing,ICONIP,iconip,B,"Machine learning, , ",Machine learning,,
International Conference on Operations Research and Enterprise Systems,ICORES,icores,C,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Optimization: Techniques And Applications,ICOTA,N/A,C,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Pairing-based Cryptography,Pairing,N/A,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
"International Conference on Parallel and Distributed Computing, Applications and Technologies",PDCAT,pdcat,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Parallel and Distributed Processing Techniques and Applications,PDPTA,N/A,National: USA,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Parallel and Distributed Systems,ICPADS,icpads,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Parallel Architecture and Compilation Techniques,PACT,IEEEpact,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Parallel Processing,ICPP,icpp,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Parallel Processing and Applied Mathematics,PPAM,ppam,National: Poland,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Pattern Recognition,ICPR,icpr,B,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Conference on Pattern Recognition Applications and Methods,ICPRAM,icpram,C,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Conference on Practical Applications of Computational Biology & Bioinformatics,PACBB,pacbb,National(Spain),"Artificial intelligence, Machine learning, ",Artificial intelligence,Machine learning,
International Conference on Practice and Theory in Public Key Cryptography,PKC,pkc,B,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Principles and Practice of Constraint Programming,CP,cp,A,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Principles and Practice of Declarative Programming,PPDP,ppdp,C,"Theory of computation, Software engineering, ",Theory of computation,Software engineering,
International Conference on Principles of Distributed Systems,OPODIS,opodis,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Principles of Practice in Multi-Agent Systems (prior to 2009 was Pacific Rim International Workshop on Multi-Agents),PRIMA,prima,B,"Artificial intelligence, , ",Artificial intelligence,,
"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms (was Conference on Analysis of Algorithms)",AofA,aofa,C,"Theory of computation, , ",Theory of computation,,
International Conference on Process Mining,ICPM,icpm,B,"Data management and data science, Artificial intelligence, ",Data management and data science,Artificial intelligence,
International Conference on Provable Security,ProvSec,provsec,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Quality of Multimedia Experience,QoMEX,qomex/,B,"Human-centred computing, Computer vision and multimedia computation, Graphics, augmented reality and games",Human-centred computing,Computer vision and multimedia computation,"Graphics, augmented reality and games"
International Conference on Real-Time and Network Systems,RTNS,rtns,National: France,"Distributed computing and systems software, Software engineering, ",Distributed computing and systems software,Software engineering,
International Conference on Recent Advances in Natural Language Processing,RANLP,ranlp,National: bulgaria,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on Relational and AlgebraicMethods in Computer Science (was International Conference on Relational Methods in Computer Science RelMiCS),RAMiCS,RelMiCS,C,"Theory of computation, , ",Theory of computation,,
International Conference on Reliable Software Technologies,Ada-Europe,adaEurope,Journal Published,"Software engineering, , ",Software engineering,,
International Conference on Research Challenges in Information Science,RCIS,rcis,B,"Information and Computing Sciences, , ",Information and Computing Sciences,,
International Conference on Reversible Computation,RC,rc,C,"Theory of computation, Applied computing, ",Theory of computation,Applied computing,
International Conference on Risks and Security of Internet and Systems,CRiSIS,crisis,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
"International Conference on Robotics, Vision, Signal Processing and Power Applications (was ROVPIA)",RoVISP,N/A,National: Malaysia,"Computer vision and multimedia computation, , ",Computer vision and multimedia computation,,
International Conference on Runtime Verification (was workshop pre 2010),RV,rv,B,"Software engineering, , ",Software engineering,,
International Conference on Scientific and Statistical Data Base Management,SSDBM,ssdbm,B,"Data management and data science, , ",Data management and data science,,
International Conference on Security and Privacy for Communication Networks,SecureComm,securecomm,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Security of Information and Networks,SIN,sin,C,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Sequences and their Applications,SETA,N/A,C,"Cybersecurity and privacy, Theory of computation, ",Cybersecurity and privacy,Theory of computation,
International Conference on Service Oriented Computing,ICSOC,icsoc,A,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Similarity Search and Applications,SISAP,sisap,B,"Data management and data science, , ",Data management and data science,,
"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",SIMULTECH,simultech,C,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Smart homes and health Telematics,ICOST,icost,C,"Applied computing, , ",Applied computing,,
International Conference on Software and Data Technologies,ICSoft,icsoft,C,"Software engineering, , ",Software engineering,,
International Conference on Software and System Processes (was ICSP prior to 2011),ICSSP,ispw,B,"Software engineering, , ",Software engineering,,
International Conference on Software Architecture (was previously WICSA),ICSA,icsa,A,"Software engineering, , ",Software engineering,,
International Conference on Software Engineering,ICSE,icse,A*,"Software engineering, , ",Software engineering,,
International Conference on Software Engineering Advances,ICSEA,N/A,C,"Software engineering, , ",Software engineering,,
International Conference on Software Engineering and Formal Methods,SEFM,sefm,B,"Software engineering, , ",Software engineering,,
International Conference on Software Engineering and Knowledge Engineering,SEKE,seke,C,"Software engineering, Artificial intelligence, ",Software engineering,Artificial intelligence,
"International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",SNPD,snpd,C,"Software engineering, Artificial intelligence, Distributed computing and systems software",Software engineering,Artificial intelligence,Distributed computing and systems software
International Conference on Software Language Engineering,SLE,sle,B,"Software engineering, , ",Software engineering,,
International Conference on Software Quality Management,SQM,N/A,C,"Software engineering, , ",Software engineering,,
International Conference on Software Reuse,ICSR,icsr,B,"Software engineering, , ",Software engineering,,
"International Conference on Software Testing, Verification and Validation",ICST,icst,A,"Software engineering, , ",Software engineering,,
International Conference on Sustainable Energy Information Technology,SEIT,N/A,Unranked,"Applied computing, Distributed computing and systems software, ",Applied computing,Distributed computing and systems software,
International Conference on Systems Engineering,ICSEng,icseng,C,"Information and Computing Sciences, , ",Information and Computing Sciences,,
International Conference on Technical Debt,TechDebt,icse/techdebt2019.html,B,"Software engineering, , ",Software engineering,,
International Conference on Testing Software and Systems,ICTSS,pts,C,"Software engineering, , ",Software engineering,,
International Conference on Tests and Proofs,TAP,tap,C,"Software engineering, , ",Software engineering,,
International Conference on the Application and Theory of Petri Nets and Concurrency,Petri Nets,apn,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on the Foundations of Digital Games,FDG,fdg,C,"Graphics, augmented reality and games, Human-centred computing, ","Graphics, augmented reality and games",Human-centred computing,
International Conference on the Principles of Knowledge Representation and Reasoning,KR,kr,A*,"Artificial intelligence, Theory of computation, ",Artificial intelligence,Theory of computation,
International Conference on the Quality of Information and Communications Technology,QUATIC,quatic,C,"Software engineering, , ",Software engineering,,
International Conference on the Simulation and Synthesis of Living Systems,ALIFE,N/A,C,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on the Statistical Analysis of Textual Data,JADT,N/A,C,"Artificial intelligence, , ",Artificial intelligence,,
International Conference on the Theory and Application of Cryptographic Techniques,EuroCrypt,eurocrypt,A*,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,asiacrypt,A,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on the Theory of Information Retrieval,ICTIR,ictir,Unranked,"Data management and data science, , ",Data management and data science,,
International Conference on Theorem Proving with Analytic Tableaux and Related Methods,TABLEAUX,tableaux,B,"Theory of computation, , ",Theory of computation,,
International Conference on Theory and Applications of Satisfiability Testing,SAT,sat,A,"Artificial intelligence, Theory of computation, ",Artificial intelligence,Theory of computation,
International Conference on Theory and Practice of Digital Libraries (was ECDL until 2010),TPDL,ercimdl,B,"Data management and data science, , ",Data management and data science,,
International Conference on Tools with Artificial Intelligence,ICTAI,ictai,B,"Artificial intelligence, , ",Artificial intelligence,,
"International Conference on Trust, Privacy and Security in Digital Business",TrustBus,trustbus,B,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
"International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,trustcom,B,"Cybersecurity and privacy, , ",Cybersecurity and privacy,,
International Conference on Ubiquitous Intelligence and Computing,UIC,uic,C,"Distributed computing and systems software, Human-centred computing, ",Distributed computing and systems software,Human-centred computing,
International Conference on Unconventional Computation and Natural Computation (was International Conference on Unconventional Computation),UC,uc,C,"Theory of computation, , ",Theory of computation,,
"International Conference on User Modelling, Adaptation, and Personalization (was AH and UM)",UMAP,um,B,"Human-centred computing, , ",Human-centred computing,,
International Conference on Vehicle Technology and Intelligent Transport Systems,VEHITS,vehits,C,"Distributed computing and systems software, Artificial intelligence, ",Distributed computing and systems software,Artificial intelligence,
International Conference on Very Large Databases,VLDB,vldb,A*,"Data management and data science, , ",Data management and data science,,
International Conference on Virtual Execution Environments,VEE,vee,B,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Virtual Rehabilitation,ICVR,N/A,Unranked,"Applied computing, , ",Applied computing,,
International Conference on VLSI Design,VLSID,vlsid,National: India,"Distributed computing and systems software, , ",Distributed computing and systems software,,
International Conference on Web and Social Media,ICWSM,icwsm,A,"Applied computing, Data management and data science, ",Applied computing,Data management and data science,
International Conference on Web Engineering,ICWE,icwe,B,"Data management and data science, , ",Data management and data science,,
