Title,Acronym,DblpSeries,has CORE2008 Rank,Field,field_of_research_1,field_of_research_2,field_of_research_3
Human Language Technologies,HLT,N/A,B,", , ",,,
Symposium on High Performance Chips,HOTCHIPS (HCS),hotchips,A,", , ",,,
ACM Workshop on Hot Topics in Networks,HOTNETS,hotnets,A,", , ",,,
USENIX Workshop on Hot Topics in Operating Systems,HotOS,hotos,A,", , ",,,
International Symposium on High Performance Computer Architecture,HPCA,hpca,A*,", , ",,,
International Conference on High Performance Computing and Networking,HPCN,N/A,B,", , ",,,
ACM International Symposium on High Performance Distributed Computing,HPDC,hpdc,A,", , ",,,
IEEE Workshop on High Performance Switching and Routing,HPSR,hpsr,B,", , ",,,
ACM Conference on Hypertext and Social Media,Hypertext,ht,A,", , ",,,
ACM-SIGRAPH Interactive 3D Graphics and Games,I3DG,si3d,A*,", , ",,,
Innovative Applications in AI,IAAI,N/A,B,", , ",,,
IADIS International Conference Applied Computing,IADIS AC,N/A,C,", , ",,,
International Workshop on Image Analysis and Information Fusion,IAIF,N/A,C,", , ",,,
Annual Conference of the International Academy for Information Management,IAIM,N/A,C,", , ",,,
IEEE Industry Applications Society Annual Conference,IAS,iasam,C,", , ",,,
"International Conference on Intelligent Agents, Web Technologies, and Internet Commerce",IAWTIC,N/A,C,", , ",,,
International Business Information Management,IBIMA,N/A,C,", , ",,,
International Conference on Internet Computing,IC,N/A,C,", , ",,,
International Conference on Computer Communication and Networks,ICCCN,icccn,A,", , ",,,
IFAC Conference on Automation,ICA,N/A,C,", , ",,,
International Conference on Algorithms and Architectures for Parallel Processing,ICA3PP,ica3pp,B,", , ",,,
International Conference of Asian Digital Libraries,ICADL,N/A,A,", , ",,,
International Conference on Artificial Intelligence,IC-AI,N/A,C,", , ",,,
International Conference on Artificial Intelligence and Law,ICAIL,icail,B,", , ",,,
International Colloquium on Automata Languages and Programming,ICALP,icalp,A,", , ",,,
IEEE International Conference on Advanced Learning Technologies,ICALT,icalt,A,", , ",,,
International Conference on Artificial Neural Networks,ICANN,icann,B,", , ",,,
International Conference on Artificial Neural Networks and Genetic Algorithms,ICANNGA,N/A,C,", , ",,,
International Conference on Advances in Pattern Recognition and Digital Techniques,ICAPRDT,N/A,C,", , ",,,
International Conference on Automated Planning and Scheduling,ICAPS,icaps,A*,", , ",,,
"International Conference on Control, Automation, Robotics and Vision",ICARCV,icarcv,A,", , ",,,
"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,icassp,B,", , ",,,
International Conference on the Application and Theory of Petri Nets and Concurrency,Petri Nets,apn,B,", , ",,,
IEEE International Conference on Communications,ICC,icc,A,", , ",,,
IEEE/ACM International Conference on Computer-Aided Design,ICCAD,iccad,A,", , ",,,
IEEE International Conference on COTS-Based Software Systems,ICCBSS,N/A,B,", , ",,,
International Conference on Chinese Computing,ICCC,N/A,L,", , ",,,
International Conference on Computers in Education,ICCE,N/A,B,", , ",,,
International Conference on Computing and Information,ICCI,N/A,B,", , ",,,
International Conference on Computational Intelligence and Multimedia,ICCIMA,N/A,C,", , ",,,
IEEE International Conference on Computer Languages,ICCL,iccl,A,", , ",,,
International Conference on Computational Science,ICCS,iccS,A,", , ",,,
International Conference on Communication Systems and Applications,ICCSA,N/A,C,", , ",,,
IEEE International Conference on Computer Vision,ICCV,iccv,A*,", , ",,,
IEEE International Conference on Document Analysis and Recognition,ICDAR,icdar,A,", , ",,,
International Conference on Distributed Computing and Networking,ICDCN,icdcn,B,", , ",,,
International Conference on Distributed Computing Systems,ICDCS,icdcs,A,", , ",,,
International Conference on Data Engineering,ICDE,icde,A*,", , ",,,
IEEE International Conference on Data Mining,ICDM,icdm,A*,", , ",,,
International Conference on Database Theory,ICDT,icdt,A,", , ",,,
International Conference on e-Business,ICEB,N/A,C,", , ",,,
IEEE International Conference on e-Business Engineering,ICEBE,N/A,B,", , ",,,
IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,iceccs,A,", , ",,,
International Conference on Electronic Commerce,ICEC,N/A,C,", , ",,,
International Conference on Engineering Education,ICEE,N/A,C,", , ",,,
International Conference on Enterprise Integration and Modelling Technology,ICEIMT,N/A,B,", , ",,,
International Conference on Enterprise Information Systems,ICEIS,N/A,B,", , ",,,
International Computing Education Research Workshop,ICER,icer,A,", , ",,,
International Conference on Functional Programming,ICFP,icfp,A*,", , ",,,
International Conference on Genetic Algorithms,ICGA,N/A,B,", , ",,,
International Conference on Graph Transformations,ICGT,gg,B,", , ",,,
International Conference on Image Analysis and Processing,ICIAP,iciap,A,", , ",,,
International Conference on Intelligent Systems,ICIL,N/A,C,", , ",,,
IEEE International Conference on Image Processing,ICIP,icip,A,", , ",,,
International Conference on Information Systems,ICIS,icis,A*,", , ",,,
International Conference on Information Technology and Applications,ICITA,N/A,C,", , ",,,
International Conference on Logic Programming,ICLP,iclp,A,", , ",,,
International Conference on Multi Agent Systems,ICMAS,N/A,A,", , ",,,
IEEE International Conference on Multimedia and Expo,ICME,icmcs,B,", , ",,,
International Conference on Machine Learning,ICML,icml,A*,", , ",,,
"IASTED International Conference on Modelling, Simulation and Optimisation",ICMSO,N/A,C,", , ",,,
IEEE International Conference on Neural Networks,ICNN,N/A,A,", , ",,,
International Conference on Network Protocols,ICNP,icnp,A,", , ",,,
IEEE International Conference on Networks,ICON,N/A,B,", , ",,,
International Conference on Neural Information Processing,ICONIP,iconip,A,", , ",,,
International Conference on Optimization: Techniques And Applications,ICOTA,N/A,C,", , ",,,
International Conference on Parallel and Distributed Systems,ICPADS,icpads,B,", , ",,,
International Conference on Parallel Processing,ICPP,icpp,A,", , ",,,
International Conference on Pattern Recognition,ICPR,icpr,A,", , ",,,
IEEE International Conference on Robotics and Automation,ICRA,icra,B,", , ",,,
ACM International Conference on Supercomputing,ICS,ics,A,", , ",,,
International Computer Science Conference,ICSC,N/A,B,", , ",,,
International Computer Symposium Conference,ICSC2,N/A,A,", , ",,,
International Conference on Software Engineering,ICSE,icse,A*,", , ",,,
International Conference on Software Engineering Advances,ICSEA,N/A,B,", , ",,,
"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,icsm,A,", , ",,,
International Conference on Service Oriented Computing,ICSOC,icsoc,A,", , ",,,
International Conference on Software and System Processes (was ICSP prior to 2011),ICSSP,ispw,A,", , ",,,
International Conference on Security in Pervasive Computing,ICSPC,N/A,A,", , ",,,
International Conference on Software Reuse,ICSR,icsr,A,", , ",,,
"International Conference on Systems Research, Informatics and Cybernetics",ICSRIC,N/A,C,", , ",,,
International Conference Software and Systems Engineering and their Applications,ICSSEA,N/A,C,", , ",,,
International Colloquium on Theoretical Aspects of Computing,ICTAC,ictac,B,", , ",,,
International Conference on Tools with Artificial Intelligence,ICTAI,ictai,B,", , ",,,
Italian Conference on Theoretical Computer Science,ICTCS,N/A,L,", , ",,,
International Conference on Temporal Logic,ICTL,N/A,A,", , ",,,
International Conference on Virtual Storytelling (merged into ICIDS in 2008),ICVS,N/A,C,", , ",,,
IEEE International Conference on Web Services,ICWS,icws,B,", , ",,,
Intelligent Data Analysis,IDA,ida,A,", , ",,,
"IEEE Conference on Information, Decision and Control",IDC,N/A,C,", , ",,,
International Database Conference (HK CS),IDC(W),N/A,L,", , ",,,
International Conference on Intelligent Data Engineering and Automated Learning,IDEAL,ideal,C,", , ",,,
International Database Engineering and Applications Symposium,IDEAS,ideas,B,", , ",,,
Integrated Data Environments Australia Workshop,IDEAW,N/A,L,", , ",,,
IDF Congress,IDFC,N/A,C,", , ",,,
Interactive Entertainment,IE,N/A,B,", , ",,,
IEEE International Conference on Radio Frequency Identification,IEEE RFID,N/A,B,", , ",,,
IEEE Congress on Evolutionary Computation,CEC,cec,A,", , ",,,
Intelligent Vehicles Conference,IEEE-IV,ivs,B,", , ",,,
IEEE International Conference on Multimedia Computing and Systems,ICMCS,N/A,A,", , ",,,
IEEE Transactions on Knowledge and Data Engineering,IEEETKDE,N/A,A,", , ",,,
Intenational Environmental Modelling and Software Society,iEMSs,N/A,C,", , ",,,
International Federation of Automatic Control World Congress,IFAC,N/A,C,", , ",,,
IFIP WG 11.3 Working Conference on Data and Applications Security (also known as DBSEC),DBSEC,dbsec,A,", , ",,,
Integrated Formal Methods,IFM,ifm,B,", , ",,,
IFSA World Congress,IFSA,ifsa,B,", , ",,,
IEEE International Geoscience and Remote Sensing Symposium,IGARSS,igarss,C,", , ",,,
International ICSC Congress on Intelligent Systems and Applications,IICISA,N/A,C,", , ",,,
International Conference on Innovations for Community Services (was Innovative Internet Computer Systems IICS until 2014),I4CS,iics,C,", , ",,,
Information Integration and Web-based Applications and Services,IIWAS,iiwas,C,", , ",,,
International Joint Conference on Artificial Intelligence,IJCAI,ijcai,A*,", , ",,,
International Joint Conference on Automated Reasoning,IJCAR,ijcar,A*,", , ",,,
International Joint Conference on Natural Language Processing,IJCNLP,ijcnlp,A,", , ",,,
International Joint Conference on Computational Linguistics,IJCNLP2,N/A,B,", , ",,,
IEEE International Joint Conference on Neural Networks,IJCNN,ijcnn,A,", , ",,,
Inductive Logic Programming,ILP,ilp,B,", , ",,,
International Logic Programming Symposium,ILPS,N/A,A,", , ",,,
IFIP/IEEE International Symposium on Integrated Management (even years sharing with NOMS),IM,im,A,", , ",,,
Internet Measurement Conference,IMC,imc,A,", , ",,,
"IASTED International Conference on Internet, Multimedia Systems and Applications",IMSA,N/A,C,", , ",,,
IEEE Intell Network Workshop,IN,N/A,B,", , ",,,
International Conference on Applications of Prolog (no information after 2013),INAP,N/A,C,", , ",,,
IEEE International Symposium on Intelligence in Neural & Biological Systems,INBS,N/A,B,", , ",,,
International Conference on Cryptology in India,INDOCRYPT,indocrypt,L,", , ",,,
Internet Society Conference,INET,N/A,B,", , ",,,
IEEE International Conference on Computer Communications,INFOCOM,infocom,A*,", , ",,,
Informing Science and Information Technology Education,InSITE,N/A,B,", , ",,,
IFIP TC13 Conference on Human-Computer Interaction,Interact,interact,A,", , ",,,
IEEE International Performance Computing and Communications Conference,IPCCC,ipccc,B,", , ",,,
Conference on Integer Programming and Combinatorial Optimization,IPCO,ipco,A,", , ",,,
IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,ipps,A,", , ",,,
International Conference on Information Processing and Management of Uncertainty,IPMU,ipmu,C,", , ",,,
IEEE International Conference on Intelligent Processing Systems,IPS,N/A,C,", , ",,,
Information Processing in Sensor Networks,IPSN,ipsn,A*,", , ",,,
International Python Conference,IPythC,N/A,C,", , ",,,
Information Systems Research Seminar in Scandinavia,IRIS,N/A,B,", , ",,,
Information Resources Management Association International Conference,IRMA,N/A,B,", , ",,,
IEEE/RSJ International Conference on Intelligent Robots and Systems,IROS,iros,B,", , ",,,
International Symposium on Algorithms and Computation,ISAAC,isaac,A,", , ",,,
"International Symposium on Audio, Video, Image Processing and Intelligent Applications",ISAVIIA,N/A,C,", , ",,,
IASTED International Conference on Intelligent Systems and Control,ISC,N/A,C,", , ",,,
ACM International Symposium on Computer Architecture,ISCA,isca,A*,", , ",,,
IEEE Symposium on Computers and Communications,ISCC,iscc,B,", , ",,,
International Symposium on Computer and Information Sciences,ISCIS,iscis,B,", , ",,,
International Conference on Information Systems Development,ISD,N/A,A,", , ",,,
Conference of the International Society for Decision Support Systems,ISDSS,N/A,C,", , ",,,
Integration of Software Engineering and Agent Technology,ISEAT,N/A,B,", , ",,,
Information Systems Education Conference,ISECON,N/A,C,", , ",,,
International Symposium on Empirical Software Engineering,ISESE,N/A,A,", , ",,,
International Symposium on Future Software Technology,ISFST,N/A,C,", , ",,,
IEEE International Symposium on Intelligent Control,ISIC,N/A,B,", , ",,,
"International Symposium on Intelligent Multimedia, Video and Speech Processing",ISIMP,N/A,C,", , ",,,
International Symposium on Information Theory and Its Applications,ISITA,isita,C,", , ",,,
IEEE/ACM International Symposium on Mixed and Augmented Reality,ISMAR,ismar,A*,", , ",,,
Intelligent Systems in Molecular Biology,ISMB,ismb,A,", , ",,,
International Symposium on Memory Management,ISMM,iwmm,B,", , ",,,
IEEE International Symposium on Real-Time Distributed Computing,ISORC,isorc,C,", , ",,,
"International Symposium on Parallel Architectures, Algorithms and Networks",I-SPAN,ispan,C,", , ",,,
International Symposium on Robotics,ISR,isr,A,", , ",,,
International Symposium on Symbolic and Algebraic Computation,ISSAC,issac,A*,", , ",,,
IEEE International Solid-State Circuits Conference,ISSCC,N/A,A,", , ",,,
International Symposium on Spatial Data Infrastructures,ISSDI,N/A,C,", , ",,,
International Symposium on Spatial Data Quality,ISSDQ,N/A,C,", , ",,,
International Symposium on Robotics Research,ISRR,isrr,A,", , ",,,
International Symposium on Software Reliability Engineering,ISSRE,issre,A,", , ",,,
"International Conference on Hardware/Software Codesign and System Synthesis (previously ISSN, changed in 2003)",CODES+ISSS,codesisss,C,", , ",,,
International Symposium on Software Testing and Analysis,ISSTA,issta,A,", , ",,,
International Conference on Information Systems Technology and its Application,ISTA,N/A,A,", , ",,,
Israel Symposium on Theory of Computing and Systems,ISTCS,N/A,A,", , ",,,
IEEE International Symposium on Wearable Computers,ISWC,iswc,A*,", , ",,,
IEEE International Test Conference,ITC,itc,B,", , ",,,
International Conference on IT Based Higher Education and Training,ITHET,N/A,C,", , ",,,
Annual Conference on Innovation and Technology in Computer Science Education,ITiCSE,iticse,A,", , ",,,
International Conference on Information Technology in Regional Areas,ITiRA,N/A,C,", , ",,,
Symposium on Information Technology and Information Systems,ITIS,N/A,C,", , ",,,
International Conference on Intelligent Tutoring Systems,ITS,its,A,", , ",,,
Information Theory Workshop,ITW,itw,C,", , ",,,
International Conference on Intelligent User Interfaces,IUI,iui,A,", , ",,,
Image and Vision Computing Conference,IVCNZ,ivcnz,A,", , ",,,
International Work-Conference on Artificial and Natural Neural Networks,IWANN,iwann,B,", , ",,,
International Web Conference,IWC,N/A,C,", , ",,,
International Workshop on Computer-Aided Software Eng,IWCASE,N/A,B,", , ",,,
IEEE International Workshop on Cluster Computing and the Grid,IWCC,N/A,C,", , ",,,
ACM International Wireless Communications and Mobile Computing Conference,IWCMC,iwcmc,B,", , ",,,
International Workshop on Distributed Object Management,IWDOM,N/A,C,", , ",,,
Int. Workshop on Multi-Media Data Base Management Systems,IW-MMDBMS,N/A,C,", , ",,,
International Symposium on Parameterized and Exact Computation (was IWPEC pre 2004),IPEC,iwpec,B,", , ",,,
IEEE International Workshop on Quality of Service,IWQoS,iwqos,A*,", , ",,,
ACM Conference on Digital Libraries,JCDL,jcdl,A*,", , ",,,
Joint Conference on Information Sciences,JCIS,N/A,C,", , ",,,
Joint European Conference and Exhibition on Geographical Information Systems,JECGI,N/A,C,", , ",,,
"Logics in Artificial Intelligence, European Conference",JELIA,jelia,A,", , ",,,
International French Speaking Conference on Logic and Constraint Programming,JFPLC,N/A,C,", , ",,,
Workshop On Java For High-Performance Computing,JHPC,N/A,C,", , ",,,
Joint Modular Languages Conference,JMLC,N/A,B,", , ",,,
International Conference on Legal Knowledge and Information Systems,JURIX,jurix,C,", , ",,,
"Knowledge Acquisition, Modelling and Management Workshop (No longer Exists)",KAW,N/A,C,", , ",,,
Knowledge capture,K-CAP,kcap,A,", , ",,,
Knowledge Discovery and Data Mining in Biological Databases Meeting,KDDMBD,N/A,C,", , ",,,
Knowledge and Data Engineering Exchange Workshop,KDEX,N/A,C,", , ",,,
International Conference on Knowledge-Based and Intelligent Information and Engineering Systems,KES,kes,B,", , ",,,
German Conference on Artificial Intelligence,KI,N/A,B,", , ",,,
International Conference on Computing Education Research (Baltic Sea Conference on Computing Education Research prior to 2008),Koli Calling,N/A,B,", , ",,,
International Conference on the Principles of Knowledge Representation and Reasoning,KR,kr,A*,", , ",,,
Knowledge Representation Meets Databases,KRDB,N/A,C,", , ",,,
Workshop on Logic and Learning,L&L,N/A,C,", , ",,,
IEEE LAN/MAN Workshop,LANMAN,lanman,C,", , ",,,
NASA LaRC Formal Methods Workshop,LARC,N/A,C,", , ",,,
International Symposium on Latin American Theoretical Informatics,LATIN,latin,B,", , ",,,
IASTED International conference Law and Technology,LawTech,N/A,C,", , ",,,
International Workshop on Logic and Complexity in Computer Science,LCCS,N/A,C,", , ",,,
IEEE Conference on Local Computer Networks,LCN,lcn,A,", , ",,,
"ACM SIGPLAN Conference on Languages, Compilers and Tools for Embedded Systems",LCTES,lctrts,A,", , ",,,
"Language Descriptions, Tools and Applications",LDTA,N/A,B,", , ",,,
Logic and Engineering of Natural Language Semantics,LENLS,N/A,B,", , ",,,
Logical Foundations of Computer Science,LFCS,lfcs,B,", , ",,,
Law via the Internet,LI,N/A,C,", , ",,,
IEEE Symposium on Logic in Computer Science,LICS,lics,A*,", , ",,,
International Symposium on Logic-based Program Synthesis and Transformation,LOPSTR,lopstr,B,", , ",,,
Logic Programming and Automated Reasoning,LPAR,lpar,A,", , ",,,
International Workshop on Logic Programming and Multi-Agents,LPMA,N/A,B,", , ",,,
International Conference on Logic Programming and Non-monotonic Reasoning,LPNMR,lpnmr,A,", , ",,,
Language Resources and Evaluation Conference,LREC,lrec,C,", , ",,,
Mechatronics and Machine Vision in Practice,M2VIP,N/A,B,", , ",,,
Australian MADYMO Users Meeting,MADYMO,N/A,L,", , ",,,
Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,mascots,A,", , ",,,
IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,mass,A,", , ",,,
Symposium on Frontiers of Massively Parallel Processing,MassPar,N/A,A,", , ",,,
German Conference on Multi-Agent system Technologies,MATES,N/A,B,", , ",,,
Australian MATLAB Conference,MATLAB,N/A,L,", , ",,,
"Australian Workshop on Mobile Computing, Databases and Applications",MCDA,N/A,L,", , ",,,
Australian Conference on Mathematics and Computers in Sport,MCSpo,N/A,L,", , ",,,
"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,mcu,B,", , ",,,
Mobility in Databases and Distributed Systems,MDDS,N/A,C,", , ",,,
International Conference on Mobile Data Management,MDM,mdm,B,", , ",,,
"International Workshop on Multimedia Data Storage, Retrieval, Integration and Applications",MDSRIA,N/A,C,", , ",,,
World Congress on Medical and Health Informatics,MEDINFO,medinfo,B,", , ",,,
Methods Effectives en Geometrie Algebrique,MEGA,N/A,B,", , ",,,
Mining for Enhanced Web Search,MEWS,N/A,C,", , ",,,
International Symposium on Mathematical Foundations of Computer Science,MFCS,mfcs,B,", , ",,,
"IASTED International Conference on Modelling, Identification, and Control",MIC,N/A,C,", , ",,,
Malaysia International Conference on Communications,MICC,N/A,Regional,", , ",,,
International Symposium on Microarchitecture,MICRO,micro,A,", , ",,,
ACM/IFIP/USENIX International Middleware Conference,Middleware,middleware,A,", , ",,,
International Conference on Multimedia Retrieval (previously MIR),ICMR,mir,A,", , ",,,
Joint workshop on Multimodal Interaction and Related Machine Learning Algorithms (now ICMI-MLMI),MLMI,N/A,B,", , ",,,
ACM/SPIE Multimedia Computing and Networking,MMCN,N/A,A,", , ",,,
IEEE International Conference on Multimedia in Education,MME,N/A,C,", , ",,,
International Conference on Multimedia Modelling,MMM,mmm,B,", , ",,,
International Workshop on Multimedia Signal Processing,MMSP,mmsp,A,", , ",,,
ACM International Conference on Mobile Computing and Networking,MOBICOM,mobicom,A*,", , ",,,
Workshop on Data Engineering for Wireless and Mobile Access,MobiDE,N/A,C,", , ",,,
ACM Symposium on Mobile Ad Hoc Networking and Computing,MOBIHOC,mobihoc,A,", , ",,,
International Conference on Human-Computer Interaction with Mobile Devices and Services,MobileHCI,mhci,A,", , ",,,
International Conference on Mobile and Ubiquitous Systems: Networks and Services,Mobiquitous,mobiquitous,A,", , ",,,
"ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services",Mobisys,mobisys,A,", , ",,,
"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",MODELS,models,A,", , ",,,
International Congress on Modelling and Simulation,MODSIM,N/A,C,", , ",,,
Multiple Objective Decision Support System Conference,MODSS,N/A,C,", , ",,,
Mathematics of Program Construction,MPC,mpc,B,", , ",,,
International Conference on Massively Parallel Computing Systems,MPCS,N/A,B,", , ",,,
Workshop on Multiparadigm Programming with OO Languages,MPOOL,N/A,C,", , ",,,
Massively Parallel Processing Using Optional Interconnections,MPPOI,N/A,B,", , ",,,
IASTED International Conference on Modelling and Simulation,MS,N/A,C,", , ",,,
"ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems",MSWIM,mswim,A,", , ",,,
International Symposium on the Mathematical Theory of Networks and Systems,MTNS,N/A,C,", , ",,,
North American Association for Computational Linguistics,NAACL,naacl,A,", , ",,,
National Advisory Committee on Computing Qualifications,NACCQ,N/A,L,", , ",,,
North American Fuzzy Information Processing Society Conference,NAFIPS,N/A,C,", , ",,,
NAISO Congress on Autonomous Intelligent Systems,NAISO,N/A,C,", , ",,,
National Conference Communications,NCC,N/A,B,", , ",,,
National Conference on Computer and Information Systems,NCCIS,N/A,C,", , ",,,
National Database Conference (China),NDB,N/A,C,", , ",,,
Usenix Network and Distributed System Security Symposium,NDSS,ndss,A,", , ",,,
Joint Conference on New Methods in Language Processing and Computational Natural Language Learning,NeMLaP,N/A,C,", , ",,,
"Net Object Days (Includings MATES, ENASE etc.)",MATES ENASE,N/A,A,", , ",,,
Network Storage Symposium,NetStore,N/A,A,", , ",,,
IFIP International Conference on Networking,Networking,networking,A,", , ",,,
The Northern Formal Methods Workshops,NFM,N/A,C,", , ",,,
International Symposium on Next Generation Data Base Systems and Applications,NGDB,N/A,B,", , ",,,
Advances in Neural Information Processing Systems (was NIPS),NeurIPS,nips,A*,", , ",,,
Applications of Natural Language to Data Bases,NLDB,nldb,C,", , ",,,
IEEE International Workshop on Neural Networks for Signal Processing,NNSP,N/A,C,", , ",,,
IEEE Network Operations and Management Symposium,NOMS,noms,B,", , ",,,
Norwegian Computer Human Interaction,NORDCHI,N/A,B,", , ",,,
Nordic Workshop on Secure IT Systems,NordSec,N/A,L,", , ",,,
Network and Operating System Support for Digital Audio and Video,NOSSDAV,nossdav,A,", , ",,,
"Annual IASTED International Conference on Networks, Parallel and Distributed Processing and Applications",NPDP,N/A,C,", , ",,,
"International Conference on Neural, Parallel and Scientific Computations",NPSC,N/A,C,", , ",,,
Workshop on Network-Related Data Management,NRDM,N/A,C,", , ",,,
"Symposium on Networked Systems, Design and Implementation",NSDI,nsdi,A,", , ",,,
Organisations and Society in Information Systems Workshop,OASIS,N/A,C,", , ",,,
Open and Distance Learning Association of Australia Bienniel Forum,ODLA,N/A,L,", , ",,,
IFIP International Conference on Open Distributed Processing,ODP,N/A,B,", , ",,,
"Joint OECC, IOCC & ACOFT",OESS/IOCC/ACOFT,N/A,C,", , ",,,
Workshop on Object-Oriented Database Systems,OODBS,N/A,C,", , ",,,
International Conference on Object Oriented Information Systems,OOIS,N/A,C,", , ",,,
ACM Conference on Object Oriented Programming Systems Languages and Applications,OOPSLA,oopsla,A*,", , ",,,
IEEE Conference on Open Architecture and Network Programming,OPENARCH,N/A,A,", , ",,,
International Conference on Principles of Distributed Systems,OPODIS,opodis,B,", , ",,,
Conference on Operational Research Practice in Africa,ORPA,N/A,C,", , ",,,
Usenix Symposium on Operating Systems Design and Implementation,OSDI,osdi,A*,", , ",,,
Optimization: Techniques And Applications,OTA,N/A,C,", , ",,,
Australian Computer Human Interaction Conference,OZCHI,ozchi,B,", , ",,,
PACES & ICIL,P&I,N/A,C,", , ",,,
IEEE International Conference on Peer to Peer Computing,P2P,N/A,A,", , ",,,
Practical Application of Intelligent Agents and Multi-Agent Technology Conference,PAAM,N/A,C,", , ",,,
Post-Graduate ADFA Conference on Computer Science,PACCS,N/A,L,", , ",,,
Pacific Asian Conference on Expert Systems,PACES,N/A,B,", , ",,,
Pacific Asia Conference on Information Systems,PACIS,N/A,B,", , ",,,
"Pacific Asia Conference on Language, Information and Computation",PACLIC,paclic,B,", , ",,,
Conference of the Pacific Association for Computational Linguistics,PACLING,pacling,B,", , ",,,
International Conference on Parallel Architecture and Compilation Techniques,PACT,IEEEpact,A,", , ",,,
Practical Aspects of Declarative Languages,PADL,padl,A,", , ",,,
Symposium on Programs as Data Objects,PADO,N/A,C,", , ",,,
ACM SIGSIM Conference on Principles of Advanced Discrete Simulation (was Parallel and Distributed Simulation),PADS,pads,A,", , ",,,
Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,pakdd,A,", , ",,,
Passive and Active Measurement Conference,PAM,pam,B,", , ",,,
Practical Aspects of PROLOG/Constraint Technology,PAP/PACT,N/A,C,", , ",,,
Parallel Computing,PARCO,parco,C,", , ",,,
ACM SIGSOFT Workshop on Program Analysis for Software Tools and Engineering,PASTE,N/A,B,", , ",,,
Practice and Theory of Automated Timetabling,PATAT,N/A,B,", , ",,,
Pacific-Asia Workshop on Electronic Commerce,PAWEC,N/A,C,", , ",,,
SPIE Conference on Performance and Control of Network Systems,PCNS,N/A,C,", , ",,,
International Picture Coding Symposium,PCS,pcs,C,", , ",,,
International Parallel Computing Workshop,PCW,N/A,C,", , ",,,
Participatory Design Conference,PDC,pdc,A,", , ",,,
"International Conference on Parallel and Distributed Computing, Applications and Technologies",PDCAT,pdcat,B,", , ",,,
IASTED International Conference on Parallel and Distributed Computing and Networks,PDCN,N/A,C,", , ",,,
IASTED International Conference on Parallel and Distributed Computing and Systems,PDCS,N/A,C,", , ",,,
Parallel and Distributed Information Systems,PDIS,N/A,C,", , ",,,
"Euromicro International Conference on Parallel, Distributed and Network Based Processing",PDP,pdp,C,", , ",,,
International Conference on Parallel and Distributed Processing Techniques and Applications,PDPTA,N/A,C,", , ",,,
Joint AUPEC & EECON,PEC&CON,N/A,C,", , ",,,
ACM SIGPLAN Workshop on Partial Evaluation and Program Manipulation,PEPM,pepm,A,", , ",,,
IEEE International Conference on Pervasive Computing and Communications,PERCOM,percom,A*,", , ",,,
"IFIP International Symposium on Computing Performance, Modelling, Measurement and Evaluation",PERFORMANCE,performance,A,", , ",,,
International Conference on Pervasive Computing (Joined with UbiComp from 2013),PERVASIVE,N/A,A*,", , ",,,
Pacific Conference on Computer Graphics and Applications,PG,pg,A,", , ",,,
International Symposium on Physical Design,PHYSDES,N/A,C,", , ",,,
IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,pimrc,B,", , ",,,
Pacific Rim Knowledge Acquisition Workshop,PKAW,pkaw,B,", , ",,,
International Conference on Practice and Theory in Public Key Cryptography,PKC,pkc,B,", , ",,,
European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),ECML PKDD,pkdd,A,", , ",,,
ACM-SIGPLAN Conference on Programming Language Design and Implementation,PLDI,pldi,A*,", , ",,,
Symposium on Programming Language Implementation and Logic Programming,PLILP,N/A,B,", , ",,,
IEEE Pacific-Rim Conference on Multimedia,PMIP,N/A,C,", , ",,,
ACM Symposium on Principles of Distributed Computing,PODC,podc,A*,", , ",,,
ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,PODS,pods,A*,", , ",,,
ACM-SIGACT Symposium on Principles of Programming Languages,POPL,popl,A*,", , ",,,
Pan Pacific Conference on Information Systems,PPCIS,N/A,C,", , ",,,
International Conference on Principles and Practice of Declarative Programming,PPDP,ppdp,B,", , ",,,
Annual PPIG Workshop,PPIG,ppig,B,", , ",,,
Principles and Practice of Parallel Programming,PPoPP,ppopp,A,", , ",,,
Parallel Problem Solving from Nature,PPSN,ppsn,A,", , ",,,
Pacific Rim International Conference on Artificial Intelligence,PRICAI,pricai,B,", , ",,,
International Conference on Principles of Practice in Multi-Agent Systems (prior to 2009 was Pacific Rim International Workshop on Multi-Agents),PRIMA,prima,B,", , ",,,
Product Focused Software Process Improvement,PROFES,profes,B,", , ",,,
